Location,Price,İlan Tarihi,İlan no,Net m²,Brüt m²,Oda Sayısı,Banyo Sayısı,Binadaki Kat Sayısı,Bulunduğu Kat,Krediye Uygun,Isıtma Tipi,Bina Yaşı,"Görüntülü Ev Gezintisi
?",Mobilya Durumu,Kullanım Durumu,Yapının Durumu,Depozito,Aidat,Kimden,Konut Şekli,Hayvan Dostu Patili Evler,Tapu Durumu,m²,Bölüm/Oda Sayısı,Kapalı Alan,Yapı Tipi,Dış Cephe,Zemin Etüdlü,Ada,Parsel,Otopark,Devren,Tavan Yüksekliği,Arsa Alanı,Takasa Uygun,Kat Yüksekliği,Yıldız Sayısı,Kapasite,Kiralama Süresi,İmar Durumu,Parselli
"Mahmutbey, Bağcılar
, İstanbul",70.000 TL,16 Haziran 2024,4956561,,,,,,10,Hayır,Fancoil,6-10 arası,,,,,0 TL undefined,0 TL (aylık),,,,,143m²,,,,,,,,,,,,,,,,,,
"Mahmutbey, Bağcılar
, İstanbul",140.000 TL,16 Haziran 2024,4915497,,,,,,3,Hayır,Fancoil,6-10 arası,,,,,0 TL,13.700 TL (aylık),,,,,286m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Temmuz, Bağcılar
, İstanbul",130.000 TL,16 Haziran 2024,5072531,-,,,,,,Hayır,Merkezi Sistem (Isı Payı Ölçer),21-25 arası,,,,,0 TL undefined,0 TL (aylık),,,,,330m²,3,,,,,,,,,,,,,,,,,
"Mahmutbey, Bağcılar
, İstanbul",78.000 TL,16 Haziran 2024,4956553,,,,,,10,Hayır,Fancoil,6-10 arası,,,,,0 TL undefined,2.198 TL (aylık),,,,,157m²,,,,,,,,,,,,,,,,,,
"Mahmutbey, Bağcılar
, İstanbul",148.000 TL,16 Haziran 2024,4872770,,,,,,10,Hayır,Fancoil,6-10 arası,,,,,0 TL undefined,4.200 TL (aylık),,,,,300m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sultaniye, Esenyurt
, İstanbul",13.000 TL,16 Haziran 2024,4982340,100,110m²,2+1,1,6,2,Hayır,Kombi (Doğalgaz),3,?,Eşyasız,Boş,İkinci El,26.000 TL,,Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dikilitaş, Beşiktaş
, İstanbul",46.000 TL,16 Haziran 2024,5061525,110,120m²,,,6,Bahçe katı,Hayır,Merkezi Sistem,0,,,Boş,,92.000 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Bereketzade, Beyoğlu
, İstanbul",48.500 TL,16 Haziran 2024,5070499,70,80m²,1+1,1,6,4,Hayır,Kalorifer (Doğalgaz),40 ve üzeri,?,Eşyalı (Mobilyalı),Boş,İkinci El,97.000 TL undefined,1.000 TL (aylık),Danışman,Ara Kat,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Cumhuriyet, Sultangazi
, İstanbul",325.000 TL,16 Haziran 2024,5072499,,,,,,,Hayır,Kombi (Doğalgaz),16-20 arası,,,Boş,İkinci El,0 TL,,,,,,1300m²,,,,,Hayır,,,,,,,,,,,,,
"Ergenekon, Şişli
, İstanbul",30.000 TL,16 Haziran 2024,5061540,,,,,,3,Hayır,Merkezi Sistem,31-35 arası,,,,,0 TL undefined,0 TL (aylık),,,,,130m²,,,,,,,,,,,,,,,,,,
"Bağlarbaşı, Maltepe
, İstanbul",25.000 TL,15 Haziran 2024,5085387,100,120m²,3+1,1,3,2,Hayır,Kombi (Doğalgaz),31-35 arası,?,Eşyasız,Boş,İkinci El,25.000 TL undefined,200 TL (aylık),Danışman,Ara Kat,Evet,Kat İrtifakı,,,,,,,,,,,,,,,,,,,
"Kuştepe, Şişli
, İstanbul",27.000 TL,16 Haziran 2024,5071466,80,85m²,2+1,1,5,1,Hayır,Kombi (Doğalgaz),5,,Eşyalı (Mobilyalı),,İkinci El,27.000 TL,300 TL (aylık),Danışman,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Halaskargazi, Şişli
, İstanbul",490.000 TL,16 Haziran 2024,5042262,,,,,7,7,Hayır,Klima,0,,,Boş,,0 TL,0 TL (aylık),,,,Kat Mülkiyeti,900m²,,,,,,,,,,,,,,,,,,
"Hamidiye, Kağıthane
, İstanbul",60.000 TL,16 Haziran 2024,5071502,115,145m²,2+1,2,10-20 arası,7,Hayır,Merkezi Sistem (Isı Payı Ölçer),1,?,Eşyalı (Mobilyalı),Boş,İkinci El,,,Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Bağlar, Bağcılar
, İstanbul",456.000 TL,16 Haziran 2024,5061372,,,,,,,Hayır,Kombi (Doğalgaz),26-30 arası,,,Mülk Sahibi,İkinci El,0 TL undefined,,,,,,1901m²,,,,,Evet,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bağlarbaşı, Gaziosmanpaşa
, İstanbul",15.000 TL,15 Haziran 2024,5070699,55,,,,5,Giriş Katı,Hayır,Yok,21-25 arası,,,Boş,,15.000 TL undefined,,Danışman,,,Kat İrtifakı,65m²,1,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Osmanağa, Kadıköy
, İstanbul",190.000 TL,16 Haziran 2024,5041415,,,,,3,,Hayır,Kombi (Doğalgaz),0,,,Boş,Sıfır,,,Danışman,,,,180m²,,,,,Evet,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nisbetiye, Beşiktaş
, İstanbul",290.000 TL,16 Haziran 2024,4365976,250,349m²,4+1,4,20 ve üzeri,20 ve üzeri,Hayır,Klima,0,?,Sadece Beyaz Eşya,Boş,,0 TL undefined,0 TL (aylık),Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Beştelsiz, Zeytinburnu
, İstanbul",30.000 TL,16 Haziran 2024,5041611,97,117m²,2+1,1,9,8,Hayır,Merkezi Sistem (Isı Payı Ölçer),0,,Eşyasız,Boş,Sıfır,,,,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Bebek, Beşiktaş
, İstanbul",90.000 TL,16 Haziran 2024,5022054,150,175m²,3+1,2,3,Müstakil,Hayır,Kombi (Doğalgaz),0,?,Eşyasız,Boş,Sıfır,,,Danışman,Tripleks,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Etiler, Beşiktaş
, İstanbul",150.000 TL,15 Haziran 2024,5071036,160,200m²,5+1,3,7,En Üst Kat,Hayır,Kombi (Doğalgaz),36-40 arası,,Eşyalı (Mobilyalı),,İkinci El,0 TL,2.500 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Yenidoğan, Bayrampaşa
, İstanbul",12.500 TL,15 Haziran 2024,5041110,90,,,,4,Zemin Kat,Hayır,Yok,26-30 arası,,,Boş,,15.000 TL undefined,0 TL (aylık),Danışman,,,Kat Mülkiyeti,100m²,2,,,,,,,,,,,,,,,,,
"Fulya, Şişli
, İstanbul",120.000 TL,15 Haziran 2024,4865852,-,,,,,,Hayır,Klima,,,,,,0 TL,0 TL (aylık),,,,,250m²,1,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atakent, Ümraniye
, İstanbul",360.000 TL,16 Haziran 2024,5022496,70,,,,,,Hayır,Yok,,,,,,0 TL undefined,0 TL (aylık),,,,,75m²,1,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yenibosna Merkez, Bahçelievler
, İstanbul",57.500 TL,16 Haziran 2024,5061427,,,,,,2,Hayır,Merkezi Sistem,26-30 arası,,,,,0 TL undefined,8.625 TL (aylık),,,,,250m²,,,,,,,,,,,,,,,,,,
"Ortaköy, Beşiktaş
, İstanbul",25.000 TL,15 Haziran 2024,4865809,-,,,,,,Hayır,Klima,,,,,,0 TL,0 TL (aylık),,,,,20m²,1,,,,,,,,,,,,,,,,,
"Güneşli, Bağcılar
, İstanbul",65.000 TL,16 Haziran 2024,5061297,,,,,,1,Hayır,Kombi (Doğalgaz),16-20 arası,,,,,0 TL,0 TL (aylık),,,,,450m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uğur Mumcu, Sultangazi
, İstanbul",45.000 TL,14 Haziran 2024,5010327,,,,,,,Hayır,Soba (Kömür),16-20 arası,,,Boş,İkinci El,0 TL undefined,,Danışman,,,Kat Mülkiyeti,450m²,,,,,,,,,,3.5 (metre),,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yenigün, Bağcılar
, İstanbul",5.250 TL,15 Haziran 2024,5021988,18,,,,3,Giriş Katı,Hayır,Yok,31-35 arası,,,Boş,,6.250 TL undefined,,Danışman,,,,20m²,1,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Osmanağa, Kadıköy
, İstanbul",25.000 TL,16 Haziran 2024,4883444,115,,,,,,Hayır,,36-40 arası,,,Kiracılı,,,,Danışman,,,,120m²,,,,,,,,,Evet,,,,,,,,,
"Yarımburgaz, Küçükçekmece
, İstanbul",260.000 TL,16 Haziran 2024,5072538,,,,,6,1,Hayır,Kombi (Doğalgaz),16-20 arası,,,,,0 TL undefined,0 TL (aylık),,,,,1500m²,8,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gayrettepe, Beşiktaş
, İstanbul",3.000.000 TL,14 Haziran 2024,4281540,,,,,3,,Hayır,Merkezi Sistem,16-20 arası,,,Boş,,0 TL,0 TL (aylık),Danışman,,,,7500m²,16-20 arası,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Halkalı Merkez, Küçükçekmece
, İstanbul",15.000 TL,14 Haziran 2024,4902435,,,,,4,3,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,,Boş,,30.000 TL undefined,0 TL (aylık),,,,Arsa Tapulu,30m²,2,,,,,,,,,,,,,,,,,
"Maslak, Sarıyer
, İstanbul",155.000 TL,14 Haziran 2024,5069878,,,,,20 ve üzeri,16,Hayır,Fancoil,16-20 arası,,,Boş,,,,Danışman,,,Kat Mülkiyeti,240m²,5,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maslak, Sarıyer
, İstanbul",750.000 TL,16 Haziran 2024,5042251,,,,,,7,Hayır,,,,,Boş,,0 TL,0 TL (aylık),,,,,1000m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zafer, Esenyurt
, İstanbul",15.000 TL,15 Haziran 2024,5021388,60,76m²,1+1,1,20 ve üzeri,Kot 2,Hayır,Merkezi Sistem,6-10 arası,?,Eşyasız,Boş,,30.000 TL undefined,1.500 TL (aylık),Danışman,Ara Kat,Evet,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Akat, Beşiktaş
, İstanbul",225.000 TL,16 Haziran 2024,4917002,,,,,20 ve üzeri,12,Hayır,Kombi (Doğalgaz),16-20 arası,,,Boş,,,,,,,,302m²,4,,,,,,,,,,,,,,,,,
"Yeşilkent, Esenyurt
, İstanbul",170.000 TL,14 Haziran 2024,4897020,-,,,,,,Hayır,Yok,,,,,,0 TL undefined,0 TL (aylık),,,,,1650m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bağlar, Bağcılar
, İstanbul",135.000 TL,16 Haziran 2024,5072534,,,,,,,Hayır,Kombi (Doğalgaz),6-10 arası,,,,,0 TL undefined,,,,,,1000m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"İsmetpaşa, Sultangazi
, İstanbul",60.000 TL,14 Haziran 2024,5041803,,,,,6,,Hayır,Soba (Kömür),16-20 arası,,,Boş,İkinci El,0 TL,,Danışman,,,,500m²,,,,,,,,,,,,,,,,,,
"Cihangir, Avcılar
, İstanbul",530.000 TL,15 Haziran 2024,5070266,85,,,,4,Giriş Katı,Hayır,Yok,21-25 arası,,,,,,,,,,,90m²,,,,,,,,,,,,,,,,,,
"Mecidiye, Beşiktaş
, İstanbul",13.000 TL,15 Haziran 2024,4865876,-,,,,,,Hayır,Kombi (Doğalgaz),,,,,,0 TL undefined,0 TL (aylık),,,,,80m²,,,,,,,,,,,,,,,,,,
"Ömerli, Arnavutköy
, İstanbul",390.000 TL,14 Haziran 2024,5051000,,,,,2,,Hayır,Yok,0,,,Boş,,0 TL,,,,,,2501m²,,,,,,,,,,,,,,,,,,
"Fenerbahçe, Kadıköy
, İstanbul",100.000 TL,14 Haziran 2024,5085041,,,,,10-20 arası,3,Hayır,Kombi (Doğalgaz),5,,,Boş,,0 TL undefined,2.000 TL (aylık),Danışman,,,Kat Mülkiyeti,230m²,5,,,,,,,,,,,,,,,,,
"Bağlar, Bağcılar
, İstanbul",65.000 TL,16 Haziran 2024,4921358,,,,,,,Hayır,Kombi (Doğalgaz),4,,,,,0 TL,,,,,,350m²,,,,,,,,,,,,,,,,,,
"Yenibosna Merkez, Bahçelievler
, İstanbul",280.000 TL,16 Haziran 2024,5072542,,,,,,3,Hayır,Kombi (Doğalgaz),26-30 arası,,,,,0 TL,0 TL (aylık),,,,,1000m²,,,,,,,,,,,,,,,,,,
"Güzeltepe, Eyüpsultan
, İstanbul",93.000 TL,15 Haziran 2024,5071046,200,300m²,4+1,2,10-20 arası,Bahçe katı,Hayır,Kombi (Doğalgaz),4,,Eşyalı (Mobilyalı),Boş,Sıfır,186.000 TL undefined,4.500 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barbaros, Ataşehir
, İstanbul",230.000 TL,14 Haziran 2024,4979697,,,,,,,Hayır,Merkezi Sistem,6-10 arası,,,,,0 TL,0 TL (aylık),,,,,200m²,,,,,,,,,,,,,,,,,,
"İnönü, Küçükçekmece
, İstanbul",75.000 TL,16 Haziran 2024,5072346,-,,,,,,Hayır,Kombi (Doğalgaz),6-10 arası,,,,,0 TL undefined,0 TL (aylık),,,,,690m²,4,,,,,,,,,,,,,,,,,
"Site, Ümraniye
, İstanbul",40.000 TL,16 Haziran 2024,5055142,90,108m²,2+1,1,10-20 arası,13,Hayır,Kombi (Doğalgaz),1,,Eşyalı (Mobilyalı),Boş,Sıfır,0 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kulaksız, Beyoğlu
, İstanbul",15.000 TL,16 Haziran 2024,5061543,99,,,,5,Giriş Katı,Hayır,Yok,31-35 arası,,,Boş,,0 TL,300 TL (aylık),Danışman,,,Kat Mülkiyeti,100m²,1,,,,,,,,,,,,,,,,,
"Duatepe, Şişli
, İstanbul",200.000 TL,16 Haziran 2024,5061528,270,,,,5,Giriş Katı,Hayır,Kombi (Doğalgaz),6-10 arası,,,Boş,,400.000 TL undefined,250 TL (aylık),Danışman,,,Kat Mülkiyeti,300m²,3,,,,,,,,,,,,,,,,,
"Duatepe, Şişli
, İstanbul",200.000 TL,16 Haziran 2024,5061431,270,,,,5,Giriş Katı,Hayır,Kombi (Doğalgaz),6-10 arası,,,Boş,,400.000 TL,250 TL (aylık),Danışman,,,Kat Mülkiyeti,300m²,3,,,,,,,,,,,,,,,,,
"Meşrutiyet, Şişli
, İstanbul",21.500 TL,16 Haziran 2024,5061489,118,135m²,,,7,5,Hayır,,31-35 arası,,,Boş,,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Göktürk Merkez, Eyüpsultan
, İstanbul",57.000 TL,16 Haziran 2024,5054852,115,120m²,2+1,1,5,3,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,,,İkinci El,100.000 TL,7.000 TL (aylık),,,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Sütlüce, Beyoğlu
, İstanbul",25.500 TL,16 Haziran 2024,5072444,80,110m²,3+1,1,4,2,Hayır,Kombi (Doğalgaz),21-25 arası,,Eşyasız,,İkinci El,54.000 TL undefined,,Danışman,Ara Kat,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Çukur, Beyoğlu
, İstanbul",55.000 TL,16 Haziran 2024,5071648,,,,,6,3,Hayır,Fancoil,2,,,,,,,,,,,128m²,,,,,,,,,,,,,,,,,,
"Çukur, Beyoğlu
, İstanbul",50.000 TL,16 Haziran 2024,5071649,,,,,6,4,Hayır,Fancoil,2,,,,,,,,,,,125m²,,,,,,,,,,,,,,,,,,
"Şehit Muhtar, Beyoğlu
, İstanbul",93.000 TL,16 Haziran 2024,5071645,,,,,6,4,Hayır,Fancoil,3,,,,,,,,,,,233m²,,,,,,,,,,,,,,,,,,
"Çukur, Beyoğlu
, İstanbul",700.000 TL,16 Haziran 2024,5071638,725,,,,6,Zemin Kat,Hayır,Fancoil,2,,,,,,,,,,,869m²,,,,,,,,,,,,,,,,,,
"Çukur, Beyoğlu
, İstanbul",95.000 TL,16 Haziran 2024,5071650,,,,,6,2,Hayır,Fancoil,2,,,,,,,,,,,231m²,,,,,,,,,,,,,,,,,,
"Çukur, Beyoğlu
, İstanbul",115.000 TL,16 Haziran 2024,5071639,,,,,6,2,Hayır,Fancoil,2,,,,,,,,,,,289m²,,,,,,,,,,,,,,,,,,
"Çukur, Beyoğlu
, İstanbul",120.000 TL,16 Haziran 2024,5071651,,,,,6,4,Hayır,Fancoil,2,,,,,,,,,,,310m²,,,,,,,,,,,,,,,,,,
"Çukur, Beyoğlu
, İstanbul",91.000 TL,16 Haziran 2024,5071654,,,,,6,3,Hayır,Fancoil,3,,,,,,,,,,,229m²,,,,,,,,,,,,,,,,,,
"Çukur, Beyoğlu
, İstanbul",350.000 TL,16 Haziran 2024,5071642,338,,,,6,Zemin Kat,Hayır,Fancoil,2,,,,,,,,,,,400m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Çukur, Beyoğlu
, İstanbul",140.000 TL,16 Haziran 2024,5071653,,,,,6,6,Hayır,Fancoil,2,,,,,,,,,,,372m²,,,,,,,,,,,,,,,,,,
"Osmanağa, Kadıköy
, İstanbul",250.000 TL,16 Haziran 2024,4673759,,,,,,1,Hayır,Yok,31-35 arası,,,Boş,,500.000 TL undefined,,Danışman,,,,700m²,2,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mecidiye, Beşiktaş
, İstanbul",60.000 TL,16 Haziran 2024,5072369,220,270m²,,,4,3,Hayır,,31-35 arası,,,Boş,,0 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Teşvikiye, Şişli
, İstanbul",75.000 TL,16 Haziran 2024,5061484,80,90m²,,,6,6,Hayır,Klima,31-35 arası,,,Boş,,75.000 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saray, Ümraniye
, İstanbul",3.150.000 TL,16 Haziran 2024,5071963,,,,,20 ve üzeri,2,Hayır,Fancoil,4,,,,,,,,,,,6250m²,,,,,,,,,,,,,,,,,,
"Saray, Ümraniye
, İstanbul",1.870.000 TL,16 Haziran 2024,5071965,,,,,20 ve üzeri,2,Hayır,Fancoil,4,,,,,,,,,,,3750m²,,,,,,,,,,,,,,,,,,
"Saray, Ümraniye
, İstanbul",625.000 TL,16 Haziran 2024,5036089,,,,,20 ve üzeri,2,Hayır,Kombi (Doğalgaz),4,,,Boş,,0 TL undefined,0 TL (aylık),,,,Kat Mülkiyeti,1250m²,,,,,,,,,,,,,,,,,,
"Saray, Ümraniye
, İstanbul",12.500.000 TL,16 Haziran 2024,5071952,,,,,,,Hayır,Fancoil,4,,,,,,,,,,,45000m²,,,,,,,,,,,,,,,,,,
"Madenler, Ümraniye
, İstanbul",120.000 TL,16 Haziran 2024,5071955,,,,,5,3,Hayır,,,,,,,,,,,,,345m²,,,,,,,,,,,,,,,,,,
"Madenler, Ümraniye
, İstanbul",100.000 TL,16 Haziran 2024,5071948,,,,,5,3,Hayır,,,,,,,,,,,,,345m²,,,,,,,,,,,,,,,,,,
"Levent, Beşiktaş
, İstanbul",148.000 TL,16 Haziran 2024,415910,240,282m²,3+1,2,20 ve üzeri,11,Hayır,Merkezi Sistem,16-20 arası,?,Sadece Beyaz Eşya,Boş,İkinci El,35.000 TL,,Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Etiler, Beşiktaş
, İstanbul",153.000 TL,16 Haziran 2024,5024386,260,320m²,6+1,3,3,3,Hayır,Kombi (Doğalgaz),0,?,,Boş,Sıfır,3.900 USD,,Danışman,Çatı Dubleksi,,Kat Mülkiyeti,,,,,,Evet,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barış, Beylikdüzü
, İstanbul",20.000 TL,16 Haziran 2024,4917195,,,,,3,,Hayır,Kombi (Doğalgaz),4,,,,İkinci El,,,,,,Kat Mülkiyeti,105m²,,,,,,,,,,,,,,,30 (kişi),,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gürsel, Kağıthane
, İstanbul",35.000 TL,16 Haziran 2024,5041314,,,,,,,Hayır,,,,,,,70.000 TL undefined,,Danışman,,,Kat Mülkiyeti,40m²,,,,,,,,,,,,,,,,Aylık,,
"Merkez, Şişli
, İstanbul",35.000 TL,16 Haziran 2024,5072340,110,130m²,,,5,1,Hayır,Merkezi Sistem,31-35 arası,,,Boş,,50.000 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Menderes, Esenler
, İstanbul",18.500 TL,14 Haziran 2024,5069770,120,130m²,3+1,1,4,3,Hayır,Kombi (Doğalgaz),11-15 arası,?,,Boş,Sıfır,,,Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Kocasinan Merkez, Bahçelievler
, İstanbul",76.000 TL,16 Haziran 2024,4940786,,,,,,,Hayır,Merkezi Sistem,26-30 arası,,,,,0 TL undefined,,,,,,810m²,,,,,,,,,,,,,,,,,,
"Sarıgöl, Gaziosmanpaşa
, İstanbul",26.000 TL,16 Haziran 2024,5072523,100,110m²,2+1,2,10-20 arası,9,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,Eşyalı (Mobilyalı),Mülk Sahibi,,50.000 TL undefined,2.250 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Siyavuşpaşa, Bahçelievler
, İstanbul",14.000 TL,14 Haziran 2024,4954784,110,115m²,2+1,1,5,4,Hayır,Kombi (Doğalgaz),31-35 arası,,,Boş,İkinci El,,100 TL (aylık),Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Nisbetiye, Beşiktaş
, İstanbul",268.000 TL,14 Haziran 2024,4882200,159,221m²,2+1,2,20 ve üzeri,20 ve üzeri,Hayır,Merkezi Sistem (Isı Payı Ölçer),0,?,Sadece Mutfak,Boş,Sıfır,,,Danışman,En Üst Kat,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orhan Gazi, Esenyurt
, İstanbul",115.000 TL,16 Haziran 2024,5071483,,,,,1,,Hayır,Yok,16-20 arası,,,Boş,İkinci El,,,Danışman,,,,360m²,,700 (m²),,,Evet,,,,,7 (metre),,,,,,,,
"Uğur Mumcu, Kartal
, İstanbul",2.750.000 TL,14 Haziran 2024,5085154,90,,,,,,Hayır,Klima,,,,,,0 TL undefined,0 TL (aylık),,,,,100m²,,,,,,,,,,,,,,,,,,
"Acarlar, Beykoz
, İstanbul",135.000 TL,16 Haziran 2024,5072254,125,140m²,2+1,2,20 ve üzeri,2,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,?,Eşyalı (Mobilyalı),Boş,İkinci El,,,Danışman,Ara Kat,Evet,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Bahçeşehir 2. Kısım, Başakşehir
, İstanbul",22.000 TL,16 Haziran 2024,5072370,125,135m²,,,20 ve üzeri,20 ve üzeri,Hayır,Merkezi Sistem (Isı Payı Ölçer),4,,,Boş,,22.000 TL undefined,1.500 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Mehmet Akif, Küçükçekmece
, İstanbul",15.000 TL,15 Haziran 2024,5070127,,,,,7,,Hayır,Yok,21-25 arası,,,Boş,İkinci El,,,Danışman,,,,100m²,,100 (m²),,,Evet,,,,,3 (metre),,,,,,,,
"Mimar Kemalettin, Fatih
, İstanbul",70.000 TL,16 Haziran 2024,5072512,-,,,,,,Hayır,Yok,26-30 arası,,,,,0 TL undefined,0 TL (aylık),,,,,50m²,1,,,,,,,,,,,,,,,,,
"Bağlar, Bağcılar
, İstanbul",60.000 TL,16 Haziran 2024,5029693,,,,,1,,Hayır,,6-10 arası,,,,,0 TL undefined,,,,,,1m²,,,,,,,,,,,,,,,,,,
"Güneşli, Bağcılar
, İstanbul",35.000 TL,16 Haziran 2024,5061300,-,,,,,,Hayır,Kombi (Doğalgaz),16-20 arası,,,,,0 TL undefined,0 TL (aylık),,,,,60m²,1,,,,,,,,,,,,,,,,,
